social_sustainability,economic_sustainability,overall_sustainability,final_farmers_pct,mean_displacement_rate,land_appreciation_pct,final_gini,production_retention_pct,mean_volatility,regime,protection_index,regime_abm1,policy_scenario,replication
48.9925,19.161499182477186,19.07699959123859,0.0,3.3583333333333334,2018.4084197401223,0.0,0.0,0.04192504087614073,moderate,0.0,MODERATE,no_protection,12
48.975,19.169959918918604,19.0724799594593,0.0,3.4166666666666665,1952.0614981609356,0.0,0.0,0.041502004054069876,moderate,0.0,MODERATE,no_protection,13
49.082499999999996,19.159608233861423,19.121054116930708,0.0,3.0583333333333336,2035.9099520344994,0.0,0.0,0.042019588306929,moderate,0.0,MODERATE,no_protection,14
49.0325,19.15130239838817,19.091901199194083,0.0,3.225,2094.0216342228923,0.0,0.0,0.042434880080591646,moderate,0.0,MODERATE,no_protection,15
48.989999999999995,19.188332301042855,19.08916615052142,0.0,3.366666666666667,1822.8693215439193,0.0,0.0,0.04058338494785734,moderate,0.0,MODERATE,no_protection,16
48.980000000000004,19.156962421848394,19.068481210924197,0.0,3.4000000000000004,2055.4224000482714,0.0,0.0,0.0421518789075803,moderate,0.0,MODERATE,no_protection,17
48.9975,19.1380485909421,19.067774295471054,0.0,3.3416666666666663,2205.2688828442087,0.0,0.0,0.043097570452895105,moderate,0.0,MODERATE,no_protection,18
49.08,19.161140734465413,19.120570367232702,0.0,3.0666666666666673,2025.7910899838532,0.0,0.0,0.04194296327672942,moderate,0.0,MODERATE,no_protection,19
49.035,19.178680326527765,19.106840163263882,0.0,3.2166666666666663,1891.8059170957565,0.0,0.0,0.041065983673611896,moderate,0.0,MODERATE,no_protection,20
49.07249999999999,19.15520618024582,19.113853090122902,0.0,3.091666666666667,2063.761465470665,0.0,0.0,0.04223969098770894,moderate,0.0,MODERATE,no_protection,21
48.9875,19.139697760157894,19.063598880078942,0.0,3.375000000000001,2188.94368864737,0.0,0.0,0.043015111992105476,moderate,0.0,MODERATE,no_protection,22
49.07749999999999,19.18188545786656,19.12969272893328,0.0,3.075,1865.0111056033022,0.0,0.0,0.04090572710667203,moderate,0.0,MODERATE,no_protection,23
49.02,19.147876505848913,19.083938252924455,0.0,3.266666666666666,2121.881699516858,0.0,0.0,0.042606174707554435,moderate,0.0,MODERATE,no_protection,24
48.9675,19.144679998585424,19.05608999929271,0.0,3.4416666666666673,2147.8060243324826,0.0,0.0,0.04276600007072884,moderate,0.0,MODERATE,no_protection,25
49.0025,19.16675611776786,19.08462805888393,0.0,3.325,1975.0665379081076,0.0,0.0,0.041662194111606994,moderate,0.0,MODERATE,no_protection,26
48.965,19.146252526436474,19.055626263218237,0.0,3.45,2135.7386273207544,0.0,0.0,0.04268737367817634,moderate,0.0,MODERATE,no_protection,27
49.120000000000005,19.157828052163094,19.13891402608155,0.0,2.9333333333333336,2046.097370723035,0.0,0.0,0.04210859739184534,moderate,0.0,MODERATE,no_protection,28
49.0875,19.14114009463731,19.114320047318657,0.0,3.041666666666667,2175.5592797173185,0.0,0.0,0.04294299526813437,moderate,0.0,MODERATE,no_protection,29
49.05225935054142,34.12063113688636,26.58644524371389,20.0,2.375,1948.1709646729662,0.5117620324729293,17.377908405486696,0.041526611265415805,moderate,0.27,MODERATE,weak_protection,0
51.95758348739592,36.395205005389656,29.17639424639279,20.0,2.6333333333333333,1861.8757188292002,0.3626208256302037,23.033769940208188,0.040915148534681034,moderate,0.27,MODERATE,weak_protection,1
51.40162026259456,36.56420385034987,28.982912056472216,20.0,2.8000000000000003,1775.2165454240424,0.38791898687027193,23.42468820173357,0.04028357151717778,moderate,0.27,MODERATE,weak_protection,2
52.011097766193735,33.695035238056136,27.853066502124932,20.0,2.7833333333333337,1774.8791561528399,0.3576951116903129,16.252040389893615,0.04028904589506568,moderate,0.27,MODERATE,weak_protection,3
53.219928554905295,39.72109732361616,31.47051293926073,20.0,2.7583333333333333,1898.2410443844706,0.29762857225473516,31.36115450149528,0.04116822384909731,moderate,0.27,MODERATE,weak_protection,4
51.948138377005,34.62273877225753,28.285438574631264,20.0,2.8666666666666667,1885.0988586829044,0.3595930811497501,18.61110515031454,0.04108516439341444,moderate,0.27,MODERATE,weak_protection,5
50.796219191193515,38.91532819786191,29.855773694527713,20.0,2.6583333333333337,1832.6209840784038,0.42031404044032405,29.323817428731886,0.04070993868154247,moderate,0.27,MODERATE,weak_protection,6
54.28511191994936,35.95193201310077,30.118521966525066,20.0,3.0583333333333336,1981.0708328633204,0.23986940400253198,21.969009862435364,0.04178359659366895,moderate,0.27,MODERATE,weak_protection,7
